elapsed_time,x,y,z,roll,pitch,yaw,x_speed,y_speed,z_speed,roll_speed,pitch_speed,yaw_speed,control_x,control_y,control_z,control_yaw
0.00,0.6059753556698241,0.1388113604952839,1.0391029501911275,-0.005591597002762944,0.004226916695594163,0.3203413790415671,0.06857085175717567,-0.007087898386081114,1.5246487268026361e-05,-0.0002189941270851004,0.028577741180363447,0.030181522900771068,0,0,40,0
0.04,0.6086944267311343,0.1385693351953209,1.0389665497211495,-0.00510218165032032,0.003508310244831239,0.3208548020726384,0.06639993845402817,-0.004507532041818353,-0.0031768795525981626,0.019209960819814135,-0.015325883619207909,0.01727599345193801,0,0,40,0
0.08,0.6113144757101616,0.13843005480877227,1.0388757882471116,-0.004313116401854872,0.004004719194847017,0.32169318302220473,0.07104764886727571,-0.009391426259831403,-0.0039031778196832864,-0.0037612705484952437,0.007850512623335307,0.04597299992569743,0,0,40,0
0.12,0.6138952443369107,0.13823693904482356,1.040304897978159,-0.0031550316400459745,0.005476219967374865,0.3216168243304357,0.06496858188569683,-0.0015003440334418411,0.01979607983319092,0.013527943670433945,0.013534578127701225,-0.033253762268215234,0,0,40,0
0.16,0.6164466351938057,0.1378474705527291,1.0464085249258426,-0.001735930683681536,0.005750314672669815,0.3218075174796132,0.07274718909544789,-0.013731642514626007,0.11021658771292007,0.05109234503581638,0.13038798859906883,0.12568868804969155,0,0,40,0
0.20,0.6192273442453053,0.13713926553686975,1.057823650531232,-0.0024883587575053436,0.00786759534479485,0.3275303180390619,0.047503915342008256,-0.0036411817380635775,0.25372239053768386,-0.014888086658432664,-0.09780360058033927,-0.07896433514936761,0,0,40,0
0.24,0.6213894925720722,0.13657637186393606,1.0728693392796644,-0.0040648525939899595,0.0011757879115000397,0.3253285430965641,0.06515986273926623,-0.018635000286807837,0.3628158713936615,-0.03509115135363499,-0.05943706454811016,0.0346381305748069,0,0,40,0
0.28,0.6240393587714814,0.13600949075356375,1.0889852613128028,-0.006725087505654853,0.0045235932456454825,0.32849363493645267,0.0571115936539126,-0.010819080545605882,0.40817413345790315,-0.05571431231929119,-0.05389740184624625,-0.019791657346114253,0,0,40,0
0.32,0.6264831920501865,0.13549331211511415,1.10613684978446,-0.008259469352466724,0.004361603896444355,0.3285442697122047,0.06806083430240008,-0.018141394043715883,0.4089802238352642,-0.035469178011191434,0.06189731943647164,0.1029319634901479,0,0,40,0
0.36,0.6285717822246447,0.1352575285948088,1.1239391936531542,-0.008870512224304055,0.0007060038605869318,0.32426446545427595,0.05864090374491631,-0.010776313224081017,0.4304216175348355,0.026290883287904063,0.00973533570003203,-0.01183592384882451,0,0,40,0
0.40,0.6310131718098382,0.13493708021839113,1.1417390106673335,-0.007391977138879552,0.0001931037056449869,0.32425428108319265,0.057149932914099165,-0.004838455451766209,0.4603160356327885,-0.0470091043218297,-0.09020924827025001,-0.08089771708569111,0,0,40,0
0.44,0.634344485996803,0.13394074374868814,1.1591657060166978,-0.007399130102886881,0.00788874944032067,0.33403765651619854,0.06578647833353513,-0.011724865778436948,0.45788809782168344,0.04781142087094348,0.015208109425759713,0.03359556266212752,0,0,40,0
0.48,0.6365254765353643,0.13403186834626676,1.1775027546573666,-0.002645147381372931,0.00620884424765869,0.3321557130417385,0.07838089012095033,-0.018803378159593154,0.4285618267246284,-0.007203375287296816,0.1974969479685554,0.2030413300032814,0,0,40,0
0.52,0.6386931657107483,0.13398313600103234,1.1960714072894332,-0.003552964076754245,0.004747260342148965,0.32721576400634117,0.055287801626102376,0.00030224198321587116,0.45464987929828615,0.09797143248434738,-0.07284705749636626,-0.07356823338646856,0,0,40,0
0.56,0.6412853364072434,0.1337150355414296,1.2145499974376157,-0.0022588673247392723,0.0048442051277327175,0.3268776164447592,0.055937999922385004,-0.0022287813025737625,0.47236098713317054,0.015448917364930956,-0.0595436407592364,-0.1236106929848654,0,0,40,0
0.60,0.6446986807777723,0.13271291603742832,1.232573334430721,-0.003930513665927377,0.012713853267231214,0.3360615723899033,0.06451979269357208,-0.009041657987372963,0.4594457564772467,-0.025684041037809847,0.04128458583931609,0.014593055394139704,0,0,40,0
0.64,0.6465812888788982,0.13278271460190577,1.2517371021420678,-0.0016229855755452273,0.004968940049489404,0.32874475110302076,0.07851039450521637,-0.015739313049737996,0.4809611433127802,0.012971145192728921,0.09549386116912151,0.13736116964856937,0,0,40,0
0.68,0.6490706422194817,0.13242939733396328,1.2707497667691738,-0.0018872091522868341,0.004737498677235108,0.3281028718626265,0.051824377370458835,-0.004101651788222703,0.45386018989891513,-0.010081324899840913,-0.07773662753775067,-0.10603339684804891,0,0,40,0
0.72,0.6516233325404786,0.13186347799544898,1.2897362975392026,-0.0032308482156524878,0.005247577308667664,0.32748737406619177,0.06508422526387603,-0.011198662348260927,0.4846409400812191,0.0019061500225661227,0.013304037673103862,0.009185386931064621,0,0,40,0
0.76,0.6542659537059425,0.1313871224661581,1.3088338934699666,-0.0044916326837872,0.006630520702797238,0.3279393760628357,0.08385137043951099,-0.02998603870132304,0.4659265655775321,-0.05566350738594342,0.16684440137115922,0.22673415513572098,0,0,40,0
0.80,0.6568748665730556,0.13072175575929257,1.3281997225484314,-0.003130504200844525,0.004533706079561439,0.33020256364336853,0.048312078094734985,-0.003957066275941414,0.48946423259161326,0.06013932218430358,-0.22050460408597725,-0.18612941041521222,0,0,40,0
0.84,0.6601389497182708,0.12960387521248387,1.3470011840494083,-0.006484309921714265,0.012490482166966008,0.33724108889696136,0.06011921423915958,-0.01026159629808015,0.4848339016970982,-0.057186222866972905,0.06388099580141868,-0.02419134786246922,0,0,40,0
0.88,0.6619032278967134,0.1295381438537021,1.3667755933704642,-0.005363291285439592,0.006522298111035857,0.3291667050668109,0.07463997733661953,-0.021120233369825585,0.4789097198266139,-0.014644058465961217,0.09331333869645711,0.13480347107981686,0,0,40,0
0.92,0.664425221698182,0.12891240548607574,1.3861417410591663,-0.006138812750798456,0.0062998161329550495,0.3295369592806449,0.05229313319190197,-0.009748024440224542,0.48835065526662397,0.021481685941822884,-0.11101713849570816,-0.1258639807419822,0,0,40,0
0.96,0.6670973470143347,0.12814052813338786,1.405555031385956,-0.006403306018845351,0.006950497753621568,0.33164071743620543,0.06434461792368534,-0.019020924237417525,0.48659086679988944,-0.0064254288832542505,-0.0017567073708610428,0.04761211971380657,0,0,40,0
1.00,0.6701772182408849,0.12710379874020708,1.4247281609876055,-0.007781201182114822,0.012747550644644064,0.33857580335375054,0.07058723490583342,-0.019375057897524545,0.47081519646551134,-0.016376189923879524,0.08947513054995579,0.12234063990019695,0,0,0,0
1.04,0.6718474046009354,0.12702982294814105,1.4448081918011704,-0.00769385293140949,0.007101167432460781,0.330702651272938,0.05323953386147975,-0.012371943630866303,0.5047776244856975,-0.025380628871897327,-0.07843804680702592,-0.10833265408563032,0,0,0,0
1.08,0.674716315194368,0.12614885879084517,1.4641887634191988,-0.006117839830440269,0.009962874231445151,0.3357316889681172,0.05878513770696679,-0.012028299972051718,0.4971965572566386,-0.004658797219050482,0.014320439812415904,-0.017680275907649198,0,0,0,0
1.12,0.6767506434493697,0.12585917753245512,1.4827936825285457,-0.008067286491113806,0.00425254048685382,0.33147756458025046,0.0600672557053439,-0.013634872927343104,0.47073855202845394,0.014063090520420589,-0.06513661577544727,0.009358706850047943,0,0,0,0
1.16,0.6792016220841566,0.12547059315567352,1.4968000496833507,-0.008932893282828574,-0.0007531341376788986,0.3311010575000882,0.09073609769580493,-0.030355933959128962,0.37138564939928437,-0.10879853438471225,0.15778476601188274,0.2911175914751301,0,0,0,0
1.20,0.6818392686927516,0.12520827886332483,1.5048956970246805,-0.01198618803286981,0.0030222887752584943,0.33026232179123494,0.04749976516972535,0.0029704036504317674,0.24564887064576066,0.008924522310945095,-0.16608236916392444,-0.19459061782102965,0,0,0,0
1.24,0.6845451345451841,0.1250240813742669,1.5096171593894523,-0.010693480465407117,0.004693634281129913,0.3293871030002498,0.05535887741205949,0.002818136751891109,0.137934302013429,-0.008380985412697316,-0.003868423561867015,-0.14618029979035027,0,0,0,0
1.28,0.6873247308760015,0.1248440932462118,1.5125755021962104,-0.008770004163302574,0.0061362628813380615,0.3314665209495021,0.07501945976516258,-0.007604261409423541,0.08479553130796959,0.06788586070432547,0.009431277800163264,0.06346336156422278,0,0,0,0
1.32,0.6904258603125187,0.12468617721450757,1.5145102711408325,-0.004900639250023525,0.009763276092415688,0.33697580635288893,0.06487724077192904,0.0005122601063566183,0.054077081359383966,0.12967927902874493,0.009342689663360732,0.07393678390762491,0,0,0,0
1.36,0.6924817561986073,0.12499465218398105,1.5165230448543696,-0.003184202973624467,0.0051479359098966365,0.33064725643847936,0.06143030004892657,0.004927937174437454,0.04913910717239131,-0.027036382870688276,0.0004767980717385196,-0.0957004721822223,0,0,0,0
1.40,0.6952404029520143,0.1249325024658082,1.5179462355229483,-0.003338904285860961,0.006584072356662585,0.3312388630517073,0.076405270575791,-0.0065955736206586325,0.029419801798444577,0.055063625450322284,0.09170178008408399,0.12024096682000472,0,0,0,0
1.44,0.6983187675866402,0.12455455683436084,1.519185547409974,0.0005747345510227096,0.005420220692310698,0.33577944922851777,0.07099550182807793,-0.001913857790350301,0.036088670521754386,0.015138136370978897,0.020195325555519675,0.015020175251358186,0,0,0,0
1.48,0.7010426929967294,0.12449029067646314,1.5204306482093672,-0.00042813816956259205,0.007545654969997234,0.3355725785233169,0.06516342331479502,-0.003767081996631109,0.031086441833379025,-0.010522274520087556,-0.0033434044771461432,-0.004135907103412638,0,0,0,0
1.52,0.7038174720399731,0.12429138276066623,1.5217110114133936,-0.0020221702898262474,0.008062719198765417,0.33580285026847384,0.05747947297908701,0.003921465748165269,0.04410165241156443,-0.06098891989161066,-0.0927885753033842,-0.14998105082042143,0,0,0,0
1.56,0.7065616118350598,0.12416540782641329,1.523000282316537,-0.003760771818867065,0.008791741799735936,0.3352248721933157,0.08253240745909175,-0.013544524430326447,0.022035483774553583,0.019393416639823996,0.08629752191886222,0.12129267176754893,0,0,0,0
1.60,0.7098203025189462,0.12350213362354064,1.5238890816316697,-0.005611006969478177,0.011318264678383289,0.3383385963637586,0.06340282203290856,-0.0018901567982585214,0.032447454146047855,0.026915359619202377,-0.10935732282275265,-0.04415113002229877,0,0,0,0
1.64,0.7131046144209131,0.12368697678612516,1.5252214809151925,-0.004900290524185097,0.009382602653565941,0.3354432238380067,0.06476259309380739,-0.0018056252669883628,0.03180420425710475,-0.0387533151596965,-0.08238603785541534,-0.09236955061566597,0,0,0,0
1.68,0.7156915194149173,0.12352635199545983,1.526421343356018,-0.00605131232659088,0.003565368116572612,0.3305941035052078,0.08597128887537364,-0.009916126291177368,0.013901386336878856,-0.04911922376400054,0.1671652993802181,0.1157603432332752,0,0,0,0
1.72,0.7183767790871952,0.12355966886406602,1.5272421475923568,-0.008029225039999848,0.004883501621818734,0.32834789247233404,0.0611390229260185,0.0018161947045587242,0.02696292400842412,-0.05807053889337566,-0.060029932804655364,-0.13116591877236797,0,0,0,0
1.76,0.7216554279291059,0.1233039560765872,1.527906230606622,-0.005356289894890493,0.006786618845208911,0.3328977470591017,0.07081074193962159,-0.0026206651410195132,0.020574097181024844,0.040714255372044615,-0.040034560124113557,0.0052825386171827535,0,0,0,0
1.80,0.7246793577466206,0.12327871609036355,1.5285219219130686,-0.004555321112312866,0.009285713406388618,0.33387441372064935,0.07478675644233829,-0.0013040593245989952,0.020547130547268175,-0.0063196183981376365,0.037649480230460976,-0.010413732550672827,0,0,0,0
1.84,0.7271904463125808,0.12347298055800347,1.5295206352873196,-0.008452522824207869,0.005729358190935341,0.32574866189018364,0.08130513383368533,-0.004620187721803788,0.012327660681203808,0.017830192752007708,0.10276157533164144,0.08652623726294961,0,0,0,0
1.88,0.7300679390429641,0.12357969700683435,1.5302534219068218,-0.006208690582334237,0.006455904972179988,0.3275024398474053,0.07482353423863729,0.0012044176538299903,0.017536636593905995,0.06827815766364337,-0.0399759348494436,0.007595441940684197,0,0,0,0
1.92,0.7329434461612487,0.12358813443626085,1.5307985057950173,-0.006841690897303282,0.005627434298082962,0.32702484006919885,0.0815161373378008,-0.008611140755588014,0.010638537292469549,-0.11173260810326335,0.11116220444806353,0.06441785419816665,0,0,0,0
1.96,0.7358815292552586,0.12369211962694866,1.5312303902523403,-0.005733162611598436,0.004664357146030987,0.327147887933532,0.06279381889151214,0.009391523316765512,0.014850974727723459,0.05251149962002752,-0.08403210335737907,-0.06791615793035251,0,0,0,0
